organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	species	synonyms	synonym_tvk_list	recommended_name_authority	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag
NBNORG0000037965	NBNSYS0000185413	Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	Parougia	Parougia spp.							Y
NBNORG0000039074	NBNSYS0000186845	Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	Schistomeringos	Schistomeringos spp.							Y
NBNORG0000035445	NBNSYS0000182303	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	Goniadella	Goniadella ? gracilis			(Verrill, 1873)				Y
NBNORG0000036071	NBNSYS0000183139	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Kefersteinia	Kefersteinia sp.							Y
NBNORG0000037220	NBNSYS0000184515	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Neanthes	Neanthes cf. flavipes			Ehlers, 1868				Y
NBNORG0000039582	NBNSYS0000187494	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Syllides	Syllides spp.							Y
NBNORG0000037628	NBNSYS0000184992	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Opisthodonta	Opisthodonta n. sp.							Y
NBNORG0000039382	NBNSYS0000187214	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis	Sphaerosyllis n. sp.							Y
NBNORG0000034826	NBNSYS0000181564	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Ehlersia	Ehlersia sp.							Y
NBNORG0000037321	NBNSYS0000184635	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys	Nephtys n. sp.							Y
NBNORG0000035137	NBNSYS0000181924	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Eulalia	Eulalia n. sp.							Y
NBNORG0000037399	NBNSYS0000184730	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Notophyllum	Notophyllum cf. americanum			Verrill, 1885				Y
NBNORG0000035222	NBNSYS0000182045	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Fabriciola	Fabriciola cf. berkeleyi			Banse, 1956				Y
NBNORG0000038653	NBNSYS0000186272	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Pseudofabricia	Pseudofabricia sp.							Y
NBNORG0000035326	NBNSYS0000182169	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Galathowenia	Galathowenia n. sp.							Y
NBNORG0000037282	NBNSYS0000184592	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Neodexiospira	Neodexiospira n. sp.							Y
NBNORG0000033513	NBNSYS0000179971	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Bushiella	Bushiella n. sp.							Y
NBNORG0000032486	NBNSYS0000178721	Animalia	Annelida	Polychaeta	Spionida	Aberrantidae	Aberranta	Aberranta sp.							Y
NBNORG0000033366	NBNSYS0000179785	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Boccardia	Boccardia cf. polybranchia			(Haswell, 1885)				Y
NBNORG0000096175	NHMSYS0020467837	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Parascolelepis	Parascolelepis cf. gilchristi							Y
NBNORG0000037015	NBNSYS0000184272	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Prionospio	Minuspio cf. multibranchiata	Minuspio cfMultibranchiata	NBNSYS0000176491	(Berkeley, 1927)				Y
NBNORG0000038669	NBNSYS0000186306	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Pseudopolydora	Pseudopolydora cf. paucibranchiata	Pseudopolydora cf. pauchibranchiata;Pseudopolydora cfPaucibranchiata	NBNSYS0000177560;NBNSYS0000177561	(Okuda, 1937)				Y
NBNORG0000039144	NBNSYS0000186929	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Scolelepis	Scolelepis sp.							Y
NBNORG0000039780	NBNSYS0000187738	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	Tharyx sp.							Y
NBNORG0000034653	NBNSYS0000181352	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Diplocirrus	Diplocirrus n. sp							Y
NBNORG0000034814	NBNSYS0000181537	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Eclysippe	Eclysippe cf. vanelli	Eclysippe cfVanelli	NBNSYS0000175075	(Fauvel, 1936)				Y
NBNORG0000038357	NBNSYS0000185874	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Polycirrus	Polycirrus n. sp.							Y
NBNORG0000036502	NBNSYS0000183666	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Loimia	Loimia sp.							Y
NBNORG0000038223	NBNSYS0000185711	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Pista	Pista sp.							Y
NBNORG0000037396	NBNSYS0000184727	Animalia	Annelida	Polychaeta		Capitellidae	Notomastus	Notomastus spp.							Y
NBNORG0000034206	NBNSYS0000180813	Animalia	Annelida	Polychaeta		Cossuridae	Cossura	Cossura sp.							Y
NBNORG0000035108	NBNSYS0000181887	Animalia	Annelida	Polychaeta		Maldanidae	Euclymene	Euclymene sp.							Y
NBNORG0000037406	NBNSYS0000184737	Animalia	Annelida	Polychaeta		Maldanidae	Notoproctus	Notoproctus sp.							Y
NBNORG0000039145	NBNSYS0000186930	Animalia	Annelida	Polychaeta		Orbiniidae	Scoloplos	Scoloplos sp.							Y
NBNORG0000033034	NBNSYS0000179400	Animalia	Annelida	Polychaeta		Paraonidae	Aricidea	Aricidea cf. philbinae			(Brown, 1976)				Y
NBNORG0000036397	NBNSYS0000183551	Animalia	Annelida	Polychaeta		Paraonidae	Levinsenia	Levinsenia sp.							Y
NBNORG0000037777	NBNSYS0000185169	Animalia	Annelida	Polychaeta		Paraonidae	Paradoneis	Paradoneis cf. ilvana			Castelli, 1985				Y
NBNORG0000037778	NBNSYS0000185170	Animalia	Annelida	Polychaeta		Paraonidae	Paradoneis	Paradoneis sp.							Y
NBNORG0000037877	NBNSYS0000185290	Animalia	Annelida	Polychaeta		Paraonidae	Paraonides	Paraonides n. sp.	Paraonides n.	NBNSYS0000176991					Y
NBNORG0000129610	NHMSYS0021237250	Animalia	Arthropoda	Arachnida	Sarcoptiformes	Rosensteiniidae	Nycteriglyphus	Nycteriglyphus sp. A					Y		
NBNORG0000129681	NHMSYS0021237676	Animalia	Arthropoda	Arachnida	Trombidiformes	Trombiculidae	Leptotrombidium	Leptotrombidium sp. A					Y		
NBNORG0000129660	NHMSYS0021237550	Animalia	Arthropoda	Arachnida	Trombidiformes	Cheyletidae	Cheletonella	Cheletonella sp. A					Y		
NBNORG0000129680	NHMSYS0021237670	Animalia	Arthropoda	Arachnida	Trombidiformes	Psorergatidae	Psorergatoides	Psorergatoides sp. A					Y		
NBNORG0000135133	NHMSYS0021740937	Animalia	Arthropoda	Arachnida	Trombidiformes	Diptilomiopidae	Rhynchaphytoptus	cf. Rhynchaphytoptus magnificus			(Hodgkiss, 1913)		Y		
NBNORG0000135130	NHMSYS0021740922	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	cf. Aceria lophophyes			(Nalepa, 1922)		Y		
NBNORG0000135131	NHMSYS0021740927	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	cf. Aceria platanoidea			(Nalepa, 1922)		Y		
NBNORG0000135134	NHMSYS0021740942	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Aceria	cf. Aceria pseudoplatanea			(Nalepa, 1922)		Y		
NBNORG0000135135	NHMSYS0021740947	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae	Cecidophyes	cf. Cecidophyes pseudoplatani			(Nalepa, 1922)		Y		
NBNORG0000131867	NHMSYS0021293824	Animalia	Arthropoda	Arachnida	Trombidiformes	Eupodidae	Protereunetes	Protereunetes cf. boerneri			Thor, 1934		Y		
NBNORG0000129629	NHMSYS0021237364	Animalia	Arthropoda	Arachnida	Mesostigmata	Macronyssidae	Macronyssus	Macronyssus sp. A					Y		
NBNORG0000129630	NHMSYS0021237370	Animalia	Arthropoda	Arachnida	Mesostigmata	Macronyssidae	Macronyssus	Macronyssus sp. B					Y		
NBNORG0000129639	NHMSYS0021237424	Animalia	Arthropoda	Arachnida	Mesostigmata	Macronyssidae	Steatonyssus	Steatonyssus sp. A					Y		
NBNORG0000129654	NHMSYS0021237514	Animalia	Arthropoda	Arachnida	Mesostigmata	Spinturnicidae	Spinturnix	Spinturnix sp. A					Y		
NBNORG0000108409	NHMSYS0020978325	Animalia	Arthropoda	Arachnida	Mesostigmata	Parasitidae	Parasitellus	Parasitellus sp.					Y		
NBNORG0000108407	NHMSYS0020978313	Animalia	Arthropoda	Arachnida	Mesostigmata	Parasitidae	Poecilochirus	Poecilochirus sp.					Y		
NBNORG0000129279	NHMSYS0021233231	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Megalepthyphantes	Megalepthyphantes sp. near collinus					Y		
NBNORG0000106759	NHMSYS0020953703	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Porrhomma	Porrhomma sp. nov.					Y		
NBNORG0000052260	NHMSYS0000355803	Animalia	Arthropoda	Arachnida	Araneae	Oonopidae	Orchestina	Orchestina sp.					Y		
NBNORG0000136244	NHMSYS0021811526	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Quamtana	Quamtana sp. ZFMK Ar 24490 aff. lotzi				Y	Y		
NBNORG0000052261	NHMSYS0000355808	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Theridion	Theridion sp.					Y		
NBNORG0000130467	NHMSYS0021276176	Animalia	Arthropoda	Arachnida	Opiliones	Phalangiidae	Leiobunum	Leiobunum sp. A					Y		
NBNORG0000071154	NHMSYS0000864848	Animalia	Arthropoda	Arachnida		Amerobelbidae	Amerobelba	Amerobelba ?decedens			Berlese, 1908		Y		
NBNORG0000052106	NHMSYS0000343659	Animalia	Arthropoda	Pycnogonida	Pantopoda	Phoxichilidiidae	Anoplodactylus	Anoplodactylus sp. A			Bamber & Thurston, 1995				Y
NBNORG0000108351	NHMSYS0020977805	Animalia	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Gabunillo	Gabunillo sp.					Y		
NBNORG0000094111	NHMSYS0020302560	Animalia	Arthropoda	Malacostraca	Isopoda	Philosciidae	Chaetophiloscia	Chaetophiloscia sp.					Y		
NBNORG0000108353	NHMSYS0020977817	Animalia	Arthropoda	Malacostraca	Isopoda	Philosciidae	Pseudotyphloscia	Pseudotyphloscia sp.					Y		
NBNORG0000050885	NHMSYS0000318598	Animalia	Arthropoda	Malacostraca	Tanaidacea	Apseudidae	Apseudes	Apseudes ? vicinus			Hansen, 1913				Y
NBNORG0000050920	NHMSYS0000318661	Animalia	Arthropoda	Malacostraca	Tanaidacea	Pseudotanaidae	Pseudotanais	Pseudotanais ? lilljeborgi			G.O. Sars, 1882				Y
NBNORG0000051119	NHMSYS0000322501	Animalia	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Conchoecia	Conchoecia aff. edentata							Y
NBNORG0000050944	NHMSYS0000322211	Animalia	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Archiconchoecia	Archiconchoecia aff. cucullata			(Brady, 1902)				Y
NBNORG0000129918	NHMSYS0021241562	Animalia	Arthropoda	Collembola	Symphypleona	Katiannidae	Gen.nov.1	Gen.nov.1 sp.nov.1			Greenslade P in Ardron, PA, 2009		Y		
NBNORG0000116569	NHMSYS0021125521	Animalia	Arthropoda	Collembola	Symphypleona	Katiannidae	Katianna	Katianna sp3.				Y	Y		
NBNORG0000135078	NHMSYS0021723403	Animalia	Arthropoda	Collembola	Symphypleona	Katiannidae		Katiannidae gen.nov.1 sp.nov.1				Y	Y		
NBNORG0000136229	NHMSYS0021808406	Animalia	Arthropoda	Collembola	Symphypleona	Katiannidae		Katiannidae gen.nov.1 sp.nov.2				Y	Y		
NBNORG0000087742	NHMSYS0001717484	Animalia	Arthropoda	Insecta	Coleoptera	Cantharidae	Cantharis	Cantharis flavilabris (=nigra auctt.)	Cantharis fulvicollis;Cantharis nigra (=flavilabris);Telophorus flavilabris	NBNSYS0000143643;NHMSYS0001717488;NBNSYS0000157758	Fallén, 1807		Y		
NBNORG0000092018	NHMSYS0021486737	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Ceutorhynchus	Ceutorhynchus obstrictus (=assimilis auctt.)	Ceutorhynchus assimilis;Ceutorhynchus obstrictus	NHMSYS0020151648;NHMSYS0020151659	(Marsham, 1802)		Y		
NBNORG0000012072	NHMSYS0021578108	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Brevicornu	Brevicornu sp. near arcticum	Brachycampta arctica;Brevicornu arcticum	NBNSYS0100017719;NBNSYS0000011925			Y		
NBNORG0000024057	NBNSYS0000036976	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Cordyla	Cordyla sp. nov. near murina	Cordyla pseudomurina	NHMSYS0020526971			Y		
NBNORG0000096358	NHMSYS0020470427	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Ozirhincus	Ozirhincus sp.					Y		
NBNORG0000096435	NHMSYS0020475494	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	Chironomus (Other)					Y	Y	
NBNORG0000041992	NBNSYS0100003165	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Euryhapsis	Euryhapsis ? fuscipropes	Euryhapsis fuscipropes	NBNSYS0100020159	Saether & Wang, 1992		Y		
NBNORG0000018859	NBNSYS0000027506	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Limnophyes	Limnophyes sp. near globifer			Brundin		Y		
NBNORG0000130208	NHMSYS0021262075	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Macropelopia	Macropelopia spec. Norwegen			sensu Fittkau 1962		Y		
NBNORG0000018804	NBNSYS0000027440	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladius	Orthocladius species A.					Y	Y	
NBNORG0000115838	NHMSYS0021109896	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha species indet				Y	Y		
NBNORG0000012945	NBNSYS0000012927	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Tephritis	Tephritis sp. nov.					Y		
NBNORG0000019994	NBNSYS0000029022	Animalia	Arthropoda	Insecta	Diptera	Lauxaniidae	Lyciella	Lyciella sp. nov.					Y		
NBNORG0000109030	NHMSYS0021008020	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Elachiptera	Elachiptera sp. nr cornuta	Elachiptera sp. nr. cornuta (but femoral comb setae in 2 rows)	NHMSYS0021122913			Y		
NBNORG0000020720	NBNSYS0000029947	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Meromyza	Meromyza sp. indet.	Meromyza indet	NBNSYS0100004004	Fedoseeva		Y		
NBNORG0000116295	NHMSYS0021122907	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Meromyza	Meromyza sp. nr. depressa					Y		
NBNORG0000106714	NHMSYS0020936461	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Oscinimorpha	Oscinimorpha sp. nov.	Oscinomorpha sp. nov.	NBNSYS0000029866			Y		
NBNORG0000043518	NBNSYS0100005866	Animalia	Arthropoda	Insecta	Diptera	Chloropidae	Trachysiphonella	Trachysiphonella indet.	Trachysiphonella carinfacies;Trachysiphonella carinifacies	NHMSYS0020526639;NBNSYS0100005865			Y		
NBNORG0000020317	NBNSYS0000029447	Animalia	Arthropoda	Insecta	Diptera	Ephydridae	Parydra	Parydra sp. B					Y		
NBNORG0000021303	NBNSYS0000030723	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca ?? osiris			Wiedemann, 1830		Y		
NBNORG0000095185	NHMSYS0020309342	Animalia	Arthropoda	Insecta	Hemiptera	Lygaeidae	Kleidocerys	Kleidocerys (f.?) privignus			(Horváth, 1894)		Y		
NBNORG0000096261	NHMSYS0020470202	Animalia	Arthropoda	Insecta	Hemiptera	Asterolecaniidae	Asterodiaspis	Asterodiaspis sp.					Y		
NBNORG0000096364	NHMSYS0020470456	Animalia	Arthropoda	Insecta	Hemiptera	Phylloxeridae	Phylloxera	Phylloxera sp.					Y		
NBNORG0000127766	NHMSYS0021220547	Animalia	Arthropoda	Insecta	Hymenoptera	Trichogrammatidae	Megaphragma	Megaphragma sp. indet.					Y		
NBNORG0000126551	NHMSYS0021207191	Animalia	Arthropoda	Insecta	Hymenoptera	Figitidae	Trichoplasta	Trichoplasta sp.			indet. A		Y		
NBNORG0000127805	NHMSYS0021220924	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Agrypon	Agrypon sp. H					Y		
NBNORG0000127952	NHMSYS0021221806	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Odontoneura	Odontoneura sp. A					Y		
NBNORG0000127965	NHMSYS0021221884	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Sulcarius	Sulcarius sp. A					Y		
NBNORG0000127974	NHMSYS0021221938	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Zoophthorus	Zoophthorus sp. A					Y		
NBNORG0000128102	NHMSYS0021222706	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	Netelia sp. A					Y		
NBNORG0000128103	NHMSYS0021222712	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	Netelia sp. B					Y		
NBNORG0000128104	NHMSYS0021222718	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	Netelia sp. C					Y		
NBNORG0000128105	NHMSYS0021222724	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	Netelia sp. R					Y		
NBNORG0000128106	NHMSYS0021222730	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Netelia	Netelia sp. W					Y		
NBNORG0000126118	NHMSYS0021204002	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster ?anopediana	Platygaster anopediana	NHMSYS0021237094	Buhl, 2005		Y		
NBNORG0000126170	NHMSYS0021204314	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster ?leucanthemi	Platygaster leucanthemi	NHMSYS0021237100	(Kieffer, 1916)		Y		
NBNORG0000126171	NHMSYS0021204320	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Platygaster	Platygaster ?lineata			Kieffer, 1906		Y		
NBNORG0000126248	NHMSYS0021204782	Animalia	Arthropoda	Insecta	Hymenoptera	Platygastridae	Amitus	Amitus sp. indet.					Y		
NBNORG0000134933	NHMSYS0021711769	Animalia	Arthropoda	Insecta	Lepidoptera	Tineidae	Homosetia	Homosetia sp.				Y	Y		
NBNORG0000091555	NHMSYS0020108924	Animalia	Arthropoda	Chilopoda	Geophilomorpha	Mecistocephalidae	Mecistocephalus	Mecistocephalus cf. guildingii			Newport, 1843		Y		
NBNORG0000108360	NHMSYS0021131328	Animalia	Arthropoda	Chilopoda	Scolopendromorpha	Cryptopidae	Cryptops	Cryptops cf. hispanus	Cryptops sp.	NHMSYS0020977872			Y		
NBNORG0000091550	NHMSYS0020108915	Animalia	Arthropoda	Chilopoda	Scolopendromorpha	Cryptopidae	Cryptops	Cryptops sp.					Y		
NBNORG0000132793	NHMSYS0021388559	Animalia	Arthropoda	Diplopoda	Chordeumatida	Vandeleumatidae	Psichrosoma	Psichrosoma cf. breuili				Y	Y		
NBNORG0000108346	NHMSYS0020977769	Animalia	Arthropoda	Diplopoda	Polydesmida	Haplodesmidae	Eutrichodesmus	Eutrichodesmus sp.					Y		
NBNORG0000108344	NHMSYS0020977763	Animalia	Arthropoda	Diplopoda	Siphonophorida	Siphonophoridae		Siphonophoridae sp.				Y	Y		
NBNORG0000034002	NBNSYS0000180569	Animalia	Chordata	Ascidiacea	Aplousobranchia	Clavelinidae	Clavelina	Clavelina sp.							Y
NBNORG0000104110	NHMSYS0020752558	Animalia	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae	Aplidium	Aplidium sp.	Sidnyum sp.	NBNSYS0000187065					Y
NBNORG0000033070	NBNSYS0000179447	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidiella	Ascidiella sp.							Y
NBNORG0000106850	NHMSYS0020954887	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides cf. diegense			Ritter & Forsyth, 1917				Y
NBNORG0000115856	NHMSYS0021109620	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Botrylloides	Botrylloides cf.diegensis				Y			Y
NBNORG0000051242	NHMSYS0000329151	Animalia	Chordata	Actinopterygii	Aulopiformes	Paralepididae	Macroparalepis	Macroparalepis sp.							Y
NBNORG0000051141	NHMSYS0000328858	Animalia	Chordata	Actinopterygii	Cetomimiformes	Cetomimidae	Cetomimus	Cetomimus sp.							Y
NBNORG0000122887	NHMSYS0021168929	Animalia	Chordata	Actinopterygii	Characiformes	Serrasalmidae	Pygocentrus	Pygocentrus sp. (natterei)				Y	Y	Y	
NBNORG0000051459	NHMSYS0000335578	Animalia	Chordata	Actinopterygii	Gadiformes	Moridae	Lepidion	Lepidion ? schmidti			Svetovidov, 1936				Y
NBNORG0000051494	NHMSYS0000335687	Animalia	Chordata	Actinopterygii	Ophidiiformes	Aphyonidae	Sciadonus	Sciadonus sp.							Y
NBNORG0000051158	NHMSYS0000328898	Animalia	Chordata	Actinopterygii	Osmeriformes	Opisthoproctidae	Dolichopteryx	Dolichopteryx sp.							Y
NBNORG0000115943	NHMSYS0021109710	Animalia	Chordata	Actinopterygii	Perciformes	Cichlidae	Maylandia	Maylandia (Metriaclima) sp.	Maylandia sp.;Metriaclima sp.	;		Y	Y	Y	
NBNORG0000040673	NBNSYS0000189475	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Sebastidae	Sebastes	Sebastes spp.							Y
NBNORG0000051441	NHMSYS0000335513	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Dipturus	Dipturus sp.							Y
NBNORG0000051428	NHMSYS0000335474	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Apristurus	Apristurus sp. A							Y
NBNORG0000051429	NHMSYS0000335475	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Apristurus	Apristurus sp. B							Y
NBNORG0000115919	NHMSYS0021109684	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Glaucomys	Glaucomys sp.				Y	Y		
NBNORG0000037679	NBNSYS0000185051	Animalia	Cnidaria	Anthozoa	Ceriantharia	Cerianthidae	Pachycerianthus	Pachycerianthus indet.							Y
NBNORG0000103761	NHMSYS0020752205	Animalia	Cnidaria	Hydrozoa	Leptothecata	Kirchenpaueriidae	Kirchenpaueria	Kirchenpaueria ? pinnata			(Linnaeus, 1758)				Y
NBNORG0000034310	NBNSYS0000180935	Animalia	Cnidaria	Hydrozoa	Leptothecata	Campanulinidae	Cuspidella	Cuspidella spp.							Y
NBNORG0000050867	NHMSYS0000315716	Animalia	Kinorhyncha		Homalorhagida	Pycnophyidae	Leptodemus	Leptodemus cf. serratus			Zelinka, 1928				Y
NBNORG0000134967	NHMSYS0021717233	Animalia	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea sp.				Y		Y	
NBNORG0000009588	NBNSYS0000006609	Animalia	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Hydrobia	Hydrobia ventrosa seg.			(Montagu), seg.		Y		Y
NBNORG0000116343	NHMSYS0021123627	Animalia	Mollusca	Gastropoda		Rhodopidae	Rhodope	Rhodope cf. veranii							Y
NBNORG0000009595	NBNSYS0000006629	Animalia	Mollusca	Gastropoda		Physidae	Physa	Physa sp. (not fontinalis)			(Say)		Y		
NBNORG0000035078	NBNSYS0000181852	Animalia	Mollusca	Gastropoda	Nudibranchia	Eubranchidae	Eubranchus	Eubranchus sp.							Y
NBNORG0000123346	NHMSYS0021180003	Animalia	Mollusca	Gastropoda	Nudibranchia	Trinchesiidae	Rubramoena	"Rubramoena sp. ""Newlyn Fenwick A"""							Y
NBNORG0000132530	NHMSYS0021342564	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	"Arion (Arion) sp. ""Davies"""	"Arion sp. ""Davies"""		sensu Rowson et al. 2014	Y	Y		
NBNORG0000109084	NHMSYS0021009842	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion (Arion) sp. cf. empiricorum	Arion sp. cf. empiricorum		A. Férussac, 1819		Y		
NBNORG0000109085	NHMSYS0021009848	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion (Arion) sp. cf. vulgaris	Arion sp. cf. vulgaris		Moquin-Tandon, 1855		Y		
NBNORG0000109087	NHMSYS0021342574	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion (Kobeltia) cf. fagophilus	Arion (Kobeltia) sp. cf. fagophilus;Arion cf. fagophilus;Kobeltia cf. fagophilus	NHMSYS0021009860;;	de Winter, 1986	Y	Y		
NBNORG0000052903	NHMSYS0000377644	Animalia	Mollusca	Gastropoda	Pulmonata	Arionidae	Arion	Arion ater seg.			(Linnaeus, 1758)		Y		
